Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"LOVE MEI for iPhone 7 Professional and Powerful Dustproof Shockproof","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G2030B.jpg","Smartphones","","1. Brand new and high quality 2. Fashion design, easy to put on and easy to take off 3. Made of high-quality material, shockproof and dustproof, Anti-slip...","https://luxtronics.in/product/smartphones-love-mei-iphone-professional-powerful-58876","","love mei for iphone 7 professional and powerful dustproof shockproof, ip7g2030, smartphones, luxtronics, online shopping"
"For iPad Pro 11 2018 / 2020 / 2021 Rhombus Embossed Leather Smart","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004237306A.jpg","Wearables","","1. Durable: Made of TPU +PU leather material, durable 2.Convenient Kickstand: Stable kickstand lets you make hands-free video calls, read, or watch...","https://luxtronics.in/product/wearables-ipad-pro-11-2018-2020-58899","","for ipad pro 11 2018 / 2020 / 2021 rhombus embossed leather smart, eda004237306, wearables, luxtronics, online shopping"
"For iPhone 13 Series / iPhone 12 Series Silicone Wallet Pouch Card Case","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXII1874B.jpg","Smartphones","","1. The card holder bag compatibility with iPhone 13 Pro Max, iPhone 13 Pro, iPhone 13, iPhone 13 mini, iPhone 12 Pro Max, iPhone 12 Pro, iPhone 12, iPhone...","https://luxtronics.in/product/smartphones-iphone-13-series-58925","","for iphone 13 series / iphone 12 series silicone wallet pouch card case, ipxii1874, smartphones, luxtronics, online shopping"
"QKZ CK8 HiFi In-ear Four Unit Sports Music Headphones","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SAS9525B.jpg","Smartphones","","1. Quad-core HD resolution The two 8mm moving coil units of the horizontal structure , strong quad-core HD resolution , present CD-quality sound 2....","https://luxtronics.in/product/smartphones-qkz-ck8-hifi-in-ear-58946","","qkz ck8 hifi in-ear four unit sports music headphones, sas9525, smartphones, luxtronics, online shopping"
"JAKCOM TWS Bluetooth 5.0 Multi-function Waterproof Wireless Bluetooth","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D0900B.jpg","Smartphones","","1. Bluetooth version: 5.0 2. Headphone battery: 60 mAh, charging box battery: 1000 mAh 3. Headphone Charging Time: About 1 hour, charging box charging...","https://luxtronics.in/product/smartphones-jakcom-tws-bluetooth-multi-function-58964","","jakcom tws bluetooth 5.0 multi-function waterproof wireless bluetooth, ip6d0900, smartphones, luxtronics, online shopping"
"For iPhone X / XS Diamond Series Electroplating PC + Silicone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG9654B.jpg","Smartphones","","1. The case provides ultimate protection from scratches and chips, stop worrying about scratching your phone by getting this excellent accessory. 2. The...","https://luxtronics.in/product/smartphones-iphone-xs-diamond-series-electroplating-58976","","for iphone x / xs diamond series electroplating pc + silicone, ipxg9654, smartphones, luxtronics, online shopping"
"RAYEE K8 Bluetooth 5.0 Audio Receiver and Transmitter 2 in 1 Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD05959338.jpg","Smartphones","","1. Material: PC plastic 2. Usage: 110-220V power supply in-line 3. Transmission rate: 2.40Mbps 4. Bluetooth transmission distance: about 10 meters 5....","https://luxtronics.in/product/smartphones-rayee-k8-bluetooth-audio-receiver-58986","","rayee k8 bluetooth 5.0 audio receiver and transmitter 2 in 1 adapter, tbd05959338, smartphones, luxtronics, online shopping"
"For iPad 10.2 2019 / 2020 / Air 10.5 2019 Rhombus Embossed Leather","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004237304A.jpg","Wearables","","1. Durable: Made of TPU +PU leather material, durable 2.Convenient Kickstand: Stable kickstand lets you make hands-free video calls, read, or watch...","https://luxtronics.in/product/wearables-ipad-10-2019-2020-58993","","for ipad 10.2 2019 / 2020 / air 10.5 2019 rhombus embossed leather, eda004237304, wearables, luxtronics, online shopping"
"Two-color TPU + Acrylic Back Protective Phone Case for iPhone SE 2022","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8F7748B.jpg","Smartphones","","1. Simple and easy, comfortable, easy to carry. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Special design, and...","https://luxtronics.in/product/smartphones-two-tpu-acrylic-back-protective-59012","","two-color tpu + acrylic back protective phone case for iphone se 2022/, ip8f7748, smartphones, luxtronics, online shopping"
"10 PCS for iPhone 8 Plus and iPhone 7 Plus 0.26mm 9H Surface Hardness","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7P00035.jpg","Smartphones","","Descriptions 1. Ultra-thin and excellent flexibility. The screen is thick. You do not need to worry whether the reflexes of your phone would slow down...","https://luxtronics.in/product/smartphones-10-iphone-plus-59024","","10 pcs for iphone 8 plus and iphone 7 plus 0.26mm 9h surface hardness, ip7p00035, smartphones, luxtronics, online shopping"
"TG97BC Detachable Bluetooth Black Keyboard + Microfiber Leather Tablet","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO5616B.jpg","Electronics Accessories","","1. Removable keyboard 2. Fashionable microfiber leather protective case 3. Built-in lithium polymer battery capacity 350mAh 4. Working voltage: 3.2-4.2V...","https://luxtronics.in/product/electronics-accessories-tg97bc-detachable-bluetooth-black-keyboard-59034","","tg97bc detachable bluetooth black keyboard + microfiber leather tablet, ipro5616, electronics accessories, electronics-accessories, luxtronics, online shopping"
"ZEALOT S35 Portable Heavy Bass Stereo Wireless Bluetooth Speaker with","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/IP7G8267R.jpg","Smartphones","","1. Portable hand strap, easy to carry 2. Subwoofer dual speakers, stereo surround 3. Support TF card, can be used without Bluetooth 4. Built-in sensitive...","https://luxtronics.in/product/smartphones-zealot-s35-portable-heavy-bass-59057","","zealot s35 portable heavy bass stereo wireless bluetooth speaker with, ip7g8267, smartphones, luxtronics, online shopping"
"For iPad Pro 11 (2020) PC + PU Leather Tablet Case with Three-folding","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO0210B.jpg","Electronics Accessories","","1. Simple and easy, comfortable, easy to carry. 2. Slim and lightweight design protects your iPad without adding bulk. 3. Flip stand design set you at...","https://luxtronics.in/product/electronics-accessories-ipad-pro-11-2020-pc-59075","","for ipad pro 11 (2020) pc + pu leather tablet case with three-folding, ipro0210, electronics accessories, electronics-accessories, luxtronics, online shopping"
"KZ Data Wire Charger Earphone Portable PU Receiving Case, PU Red","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/PC6871R.jpg","Smartphones","","1. Simple and easy, comfortable. 2. Protects your mobile accessories from dust, splash water, scratches and other minor damages. 3. Suitable for... Explore","https://luxtronics.in/product/smartphones-kz-data-wire-charger-earphone-59095","","kz data wire charger earphone portable pu receiving case, pu red, pc6871-1, smartphones, luxtronics, online shopping"
"B2 Wireless Bluetooth 5.1 Foldable Noise Reduction Headset","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004240101A.jpg","Audio","","Feature: 1. Upgrade Version5.1 Bluetooth, no delay, efficient and smooth continuous conneciotn; 2. Rotatable folding microphong, practiocal but not...","https://luxtronics.in/product/audio-b2-wireless-bluetooth-foldable-noise-59111","","b2 wireless bluetooth 5.1 foldable noise reduction headset, eda004240101, audio, luxtronics, online shopping"
"For iPhone 13 mini 50pcs HD Anti-glare Rear Camera Lens Protector","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/MPSG7683.jpg","Smartphones","","1. Hard and durable surface under special manufacturing process. 2. Static technology eliminates the bubble effect and enhance firmly on the camera lens....","https://luxtronics.in/product/smartphones-iphone-13-mini-50pcs-hd-59132","","for iphone 13 mini 50pcs hd anti-glare rear camera lens protector, mpsg7683, smartphones, luxtronics, online shopping"
"Havit UC252 65W 3 in 1 GaN Travel Charger with Type-C Retractable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008947301A.jpg","Chargers and Cables","","1. Material: ABS+PC 2. Input: 110-240V, 50/60Hz, 1.5A 3. Type-C Output: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/3.25A 4. Type-C Output: 5V/3A, 9V/3A, 12V/3A,...","https://luxtronics.in/product/chargers-cables-havit-uc252-65w-in-gan-56263","","havit uc252 65w 3 in 1 gan travel charger with type-c retractable, eda0089473-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"Havit UC253 65W 3 in 1 GaN Travel Charger with Type-C Retractable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008947601A.jpg","Chargers and Cables","","1. Material: ABS+PC 2. Input: 110-240V, 50/60Hz, 1.5A 3. Type-C Output: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/3.25A 4. Type-C Output: 5V/3A, 9V/3A, 12V/3A,...","https://luxtronics.in/product/chargers-cables-havit-uc253-65w-in-gan-56283","","havit uc253 65w 3 in 1 gan travel charger with type-c retractable, eda0089476, chargers & cables, chargers-cables, luxtronics, online shopping"
"ENKAY Hat-Prince HC-6 Mini ABS USB-C / Type-C 3.1 to 8 Pin Port","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G2669B.jpg","Smartphones","","1. Compact and portable, convenient to carry 2. Smaller, smarter, durable in use 3. Suitable for iPhones before iPhone 14 (Including iPhone 14)... Explore","https://luxtronics.in/product/smartphones-enkay-hat-prince-hc-mini-58553","","enkay hat-prince hc-6 mini abs usb-c / type-c 3.1 to 8 pin port, ip7g2669, smartphones, luxtronics, online shopping"
"8 Pin Male to HDMI and USB Male Adapter Cable, Length: 2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7P7901.jpg","Smartphones","","1. HDMI port to connect to TV or projector 2. The 8 Pin interface is suitable for connecting iPhone or iPad to TV or projector 3. USB port can be... Explore","https://luxtronics.in/product/smartphones-pin-male-to-hdmi-58561","","8 pin male to hdmi and usb male adapter cable, length: 2m, ip7p7901, smartphones, luxtronics, online shopping"
"WLX-815 100W 15 Ports USB Fast Charging Dock Smart Charger with Phone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G7641.jpg","Smartphones","","1. Shell: PC+ABS flame retardant material 2. Input: AC100-240V 50-60Hz 3. USB output: 5V/20A 4. Single port output: 3.5A Max 5. 15 USB ports can charge...","https://luxtronics.in/product/smartphones-wlx-815-100w-15-ports-58573","","wlx-815 100w 15 ports usb fast charging dock smart charger with phone, ip8g7641, smartphones, luxtronics, online shopping"
"A5B 100W 10 Ports USB Smart Charging Station with Indicator Light, US","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G8653.jpg","Smartphones","","1. Input: AC100-240V 50/60Hz 2. USB Output: 5V/20A 100W 3. 10 USB ports can charge multiple digital products at the same time to meet more needs. 4....","https://luxtronics.in/product/smartphones-a5b-100w-10-ports-usb-58586","","a5b 100w 10 ports usb smart charging station with indicator light, us, ip8g8653, smartphones, luxtronics, online shopping"
"NK-208 3 in 1 i-Flash TF Card / SD Card Reader For 8 Pin + USB 2.0 +","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/PC8510.jpg","Smartphones","","1. Easily realize external storage sharing, expand the storage capacity of mobile devices, break through the limitation of mobile phone capacity, and plug...","https://luxtronics.in/product/smartphones-nk-208-in-flash-tf-58600","","nk-208 3 in 1 i-flash tf card / sd card reader for 8 pin + usb 2.0 +, pc8510, smartphones, luxtronics, online shopping"
"8 Pin to USB Sync Data / Charging Cable, Cable Length: 13cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-IP5G-0186B.jpg","Smartphones","","1. Easy to carry 2. Support charging and sync data 3. Suitable for devices with 8 Pin interface such as iPod, iPad, iPhone, etc. 4. Durable 5. Cable...","https://luxtronics.in/product/smartphones-pin-to-usb-sync-data-58609","","8 pin to usb sync data / charging cable, cable length: 13cm, s-ip5g-0186, smartphones, luxtronics, online shopping"
"1m Nylon Netting Style USB 8 Pin Data Transfer Charging Cable for","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-IP5G-0440F.jpg","Smartphones","","1. Line thickness and softness moderate size, easy to bend but not easy to tie entwined 2. Good flexibility, elasticity, resistant dirt, abrasion... Explore","https://luxtronics.in/product/smartphones-1m-nylon-netting-style-usb-58619","","1m nylon netting style usb 8 pin data transfer charging cable for, s-ip5g-0440, smartphones, luxtronics, online shopping"
"For iPod shuffle 3rd / 2nd USB Data Dock Charger Adapter, Length: 4.6cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-IPOD-0277G.jpg","Chargers and Cables","","1. Compact and portable design 2. No Cables or Clumsy Cradle required 3. Work with Both Mac and PC for both data transfer and charging 4. Charge your...","https://luxtronics.in/product/chargers-cables-ipod-shuffle-3rd-2nd-usb-58637","","for ipod shuffle 3rd / 2nd usb data dock charger adapter, length: 4.6cm, s-ipod-0277, chargers & cables, chargers-cables, luxtronics, online shopping"
"Litchi Texture Horizontal Flip Leather Case for iPhone 7 Plus, with","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8P7896B.jpg","Smartphones","","1. It can fully protect the device from normal scratches, dirt, tears and wear. 2. The bracket design makes horizontal viewing more convenient. 3. Easy...","https://luxtronics.in/product/smartphones-litchi-texture-horizontal-flip-leather-58738","","litchi texture horizontal flip leather case for iphone 7 plus, with, ip8p7896, smartphones, luxtronics, online shopping"
"awei T55 TWS Bluetooth V5.0 Ture Wireless Sports Headset with Portable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXS5553B.jpg","Audio","","1. Wireless Bluetooth V5.0, 10m transmission distance 2. Automatic pairing, support binaural wireless calling function 3. Charging case battery: 300mAh,...","https://luxtronics.in/product/audio-awei-t55-tws-bluetooth-v5-58750","","awei t55 tws bluetooth v5.0 ture wireless sports headset with portable, ipxs5553, audio, luxtronics, online shopping"
"Xiaomi Xiaoai Speaker Pro with 750mL Large Sound Cavity Volume / AUX IN","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0262.jpg","Smartphones","","Basic parameters: 1. Microphone: ring microphone array, supports far-field voice wake-up of Xiao Ai 2. Speaker: 2.25 inches, full frequency 12W 3.... Explore","https://luxtronics.in/product/smartphones-xiaomi-xiaoai-speaker-pro-750ml-58770","","xiaomi xiaoai speaker pro with 750ml large sound cavity volume / aux in, ip7g0262, smartphones, luxtronics, online shopping"
"2 PCS For Sennheiser HD280 Pro Headphone Cushion Sponge Cover Earmuffs","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D3321.jpg","Smartphones","","1. Material: frog skin 2. Soft and comfortable, do not feel tired when worn for a long time 3. Anti-leakage, good breathability, not easy to crack 4. Easy...","https://luxtronics.in/product/smartphones-sennheiser-hd280-pro-headphone-cushion-58776","","2 pcs for sennheiser hd280 pro headphone cushion sponge cover earmuffs, ip6d3321, smartphones, luxtronics, online shopping"
"For iPhone XR Solid Color Frosted Soft TPU Case, For XR","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXS0004B.jpg","Smartphones","","1. The design is perfect, and the precision fits for your phone. 2. Simple, comfortable, easy to carry. 3. It adequately protects devices from the normal...","https://luxtronics.in/product/smartphones-iphone-xr-solid-frosted-soft-58782","","for iphone xr solid color frosted soft tpu case, for xr, ipxs0004, smartphones, luxtronics, online shopping"
"011 Bluetooth 5.0 AUX Audio Receiver 3.5mm Car Stereo Audio Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD06028196.jpg","Smartphones","","1. Bluetooth version: V5.0 2. Bluetooth frequency: 2.4Hz 3. Power charging: 5V 500mAh (before use, it is recommended to fully charge the battery ) 4....","https://luxtronics.in/product/smartphones-011-bluetooth-aux-audio-receiver-58791","","011 bluetooth 5.0 aux audio receiver 3.5mm car stereo audio adapter, tbd06028196, smartphones, luxtronics, online shopping"
"XJ-28 2.4A USB to 8 Pin Creative Bracelet Data Cable, Cable Length","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0013653W.jpg","Smartphones","","1. Product material: PU leather + zinc alloy plug. 2. Output: 3A. 3. Data transmission speed: 480Mbps. 4. Total length: 22.5cm, inner ring length: 20cm....","https://luxtronics.in/product/smartphones-xj-28-4a-usb-to-58799","","xj-28 2.4a usb to 8 pin creative bracelet data cable, cable length:, sya0013653, smartphones, luxtronics, online shopping"
"TG-102BC Detachable Bluetooth Green Keyboard + Microfiber Leather","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO5607B.jpg","Electronics Accessories","","1. Removable keyboard 2. Fashionable microfiber leather protective case 3. Built-in lithium polymer battery capacity 350mAh 4. Working voltage: 3.2-4.2V...","https://luxtronics.in/product/electronics-accessories-tg-102bc-detachable-bluetooth-green-58813","","tg-102bc detachable bluetooth green keyboard + microfiber leather, ipro5607, electronics accessories, electronics-accessories, luxtronics, online shopping"
"YT11B-A Detachable Candy Color Bluetooth Keyboard Leather Tablet Case","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO0230B.jpg","Electronics Accessories","","1. Standard 3.0 Bluetooth solution 2. Effective distance 10m 3. Standby time: 100 days 4. Continuous working time: 70 hours 5. Charging time: 4-5 hours 6....","https://luxtronics.in/product/electronics-accessories-yt11b-detachable-candy-bluetooth-keyboard-58826","","yt11b-a detachable candy color bluetooth keyboard leather tablet case, ipro0230, electronics accessories, electronics-accessories, luxtronics, online shopping"
"4 Type-C+2 USB Multi-Port 240W Dynamic Display Gallium Nitride Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606511501A.jpg","Smartphones","","1. Input: AC100-240V/50-60Hz 2.5A 2. Output: 240W (Max) 3. Type-C1/C2: - PD3.1: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/5A, 28V/5A - PPS:3.3-21V/5A 140W (Max) -...","https://luxtronics.in/product/smartphones-type-usb-multi-port-240w-55995","","4 type-c+2 usb multi-port 240w dynamic display gallium nitride charger, tbd06065115, smartphones, luxtronics, online shopping"
"1.5m Data Cable With Foldable Stand Fast-Charging Braided Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606512201.jpg","Smartphones","","1. The smooth curved design provides a comfortable usage experience 2. The telescopic folding stand allows for multi-angle adjustment of the screen...","https://luxtronics.in/product/smartphones-5m-data-cable-foldable-stand-56020","","1.5m data cable with foldable stand fast-charging braided charging, tbd06065122, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Charger with Type-C to Type-C SYA0031903","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003190301A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56034","","te-pd46 gan 100w pd 45w fully compatible charger with type-c to type-c, sya0031903, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Charger with Type-C to Type-C SYA0031902","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003190201A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56046","","te-pd46 gan 100w pd 45w fully compatible charger with type-c to type-c, sya0031902, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Charger with Type-C to Type-C SYA0031901","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003190101A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56059","","te-pd46 gan 100w pd 45w fully compatible charger with type-c to type-c, sya0031901, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Protocol Charger，UK Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003188701A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56070","","te-pd46 gan 100w pd 45w fully compatible protocol charger，uk plug, sya0031887, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Protocol Charger，EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003188401A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56082","","te-pd46 gan 100w pd 45w fully compatible protocol charger，eu plug, sya0031884, smartphones, luxtronics, online shopping"
"TE-PD46 GaN 100W PD 45W Fully Compatible Protocol Charger，US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003188501A.jpg","Smartphones","","1. Input: AC110-240V 1.0A. 2. Total power: 100W [actual 45W]. 3. Output: 5V-15V/3A, 20V/2.25A [45W max]. 4. Supporting protocols: Supports fast charging...","https://luxtronics.in/product/smartphones-te-pd46-gan-100w-pd-56093","","te-pd46 gan 100w pd 45w fully compatible protocol charger，us plug, sya0031885, smartphones, luxtronics, online shopping"
"TE-PD65 GaN PD 65W + QC4.0 USB Fully Compatible Protocol Charger ，EU","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003137801A.jpg","Smartphones","","1. Input: AC110-240V, 50/60Hz, 1.5A. 2. Power: 120W [actual 65W]. 3. Type-C output: 5V-15V/3A, 20V/3.25A [65W max]. 4. USB-A output: 5V/3A, 9V/3A,... Explore","https://luxtronics.in/product/smartphones-te-pd65-gan-pd-65w-56104","","te-pd65 gan pd 65w + qc4.0 usb fully compatible protocol charger ，eu, sya0031378, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Interface Charger, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031596.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: The power is...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-interface-56114","","a3365 pd40w usb-c / type-c interface charger, eu plug, sya0031596, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Interface Charger, UK Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031600.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: The power is...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-interface-56120","","a3365 pd40w usb-c / type-c interface charger, uk plug, sya0031600, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Charger with Type-C to Type-C / 8 Pin Data SYA0031599","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031599.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: With a power output...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-56127","","a3365 pd40w usb-c / type-c charger with type-c to type-c / 8 pin data, sya0031599, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Charger with Type-C to Type-C / 8 Pin Data SYA0031602","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031602.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: With a power output...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-56134","","a3365 pd40w usb-c / type-c charger with type-c to type-c / 8 pin data, sya0031602, smartphones, luxtronics, online shopping"
"A3365 PD40W USB-C / Type-C Charger with Type-C to Type-C / 8 Pin Data SYA0031603","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0031603.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.5A 2. Total power: 40W (maximum peak 50W) 3. Output: 5V/3.0A, 9.0-15V/2.67A, 15-20V/2A 4. Power output: With a power output...","https://luxtronics.in/product/smartphones-a3365-pd40w-usb-type-56140","","a3365 pd40w usb-c / type-c charger with type-c to type-c / 8 pin data, sya0031603, smartphones, luxtronics, online shopping"
"U39 15W Multifunctional Foldable Magnetic Wireless Charger Mouse Pad","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008898601A.jpg","Smartphones","","This product is a newly designed multi-functional device that combines wireless charging, an electronic writing board, and a mouse pad. It supports...","https://luxtronics.in/product/smartphones-u39-15w-multifunctional-foldable-magnetic-56152","","u39 15w multifunctional foldable magnetic wireless charger mouse pad, eda0088986, smartphones, luxtronics, online shopping"
"MOMAX UM79 1-Charge Ultra 45W 2-Port GaN Silm Fast Charger Kit, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008921801A.jpg","Smartphones","","1. Next-gen gallium nitride (GaN) chip equipped with MTC temperature control technology enables fast charging and heat dissipation, effectively protecting...","https://luxtronics.in/product/smartphones-momax-um79-charge-ultra-45w-56169","","momax um79 1-charge ultra 45w 2-port gan silm fast charger kit, us plug, eda0089218, smartphones, luxtronics, online shopping"
"T2 15W 3 In1 Portable Foldable Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606542601A.jpg","Smartphones","","1. Multi-functional, can be used as both a charger and a stand 2. Foldable design, compact and easy to carry 3. Multiple charging safety protection,...","https://luxtronics.in/product/smartphones-t2-15w-in1-portable-foldable-56179","","t2 15w 3 in1 portable foldable magnetic wireless charger, tbd06065426, smartphones, luxtronics, online shopping"
"USAMS SJ778 U94 USB to 8pin 2.4A Fast Charging Data Cable, USB to 8pin","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008932501A.jpg","Chargers and Cables","","1. Supports 2.4A high current output for fast charging, significantly reducing charging time for daily and high-power devices. 2. Supports both fast...","https://luxtronics.in/product/chargers-cables-usams-sj778-u94-usb-to-56194","","usams sj778 u94 usb to 8pin 2.4a fast charging data cable, usb to 8pin, eda0089325, chargers & cables, chargers-cables, luxtronics, online shopping"
"XL-16 3 in 1 20W USB + Type-C Multifunctional Charger For Apple Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008935801A.jpg","Smartphones","","1. Supports up to 25W PD fast charging + 20W QC fast charging 2. Fully charges in just 2.5 hours, significantly improving charging efficiency 3. Compact...","https://luxtronics.in/product/smartphones-xl-16-in-20w-usb-56204","","xl-16 3 in 1 20w usb + type-c multifunctional charger for apple watch, eda0089358, smartphones, luxtronics, online shopping"
"C16 25W 4 in 1 Multifunctional Folding Magnetic Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008935901A.jpg","Smartphones","","1. Phone charging power: 5W-15W 2. Smartwatch charging power: 5W 3. Wireless earphone charging power: 1-3W 4. Equipped with the new Qi2 certification...","https://luxtronics.in/product/smartphones-c16-25w-in-multifunctional-folding-56218","","c16 25w 4 in 1 multifunctional folding magnetic wireless charger, eda0089359, smartphones, luxtronics, online shopping"
